id,word
425,<unk> $ N same world end new company entire sale most cost government other federal u.s. market way state current
426,to <eos> for in and by from a <unk> of N with that as than on the into but at
427,n't <unk> not a the expected being likely still to continuing also in too reluctant unlikely now paying intended looking
428,the <unk> a N <eos> to then that not in it when an is other as mr. at its was
429,<eos> growth in for to from and per as of will is on than are the could because <unk> would
430,of to <eos> for 's in that ' and <unk> a said the is are on market will by but
431,and <eos> a said to 's the in <unk> that for which is it as of had with an by
432,<unk> new major lot company big few little hostile small market person common good spokeswoman stock large private takeover single
433,N <unk> <eos> the and million a.m. a billion other tons years p.m. when 's employees in yen people marks
434,the a <unk> N $ an least about its all that his one which this their five first half around
435,<eos> <unk> and in to of position for the bank trade that economy as business attorney industry said automotive currency
436,<unk> company market government industry stock u.s. first issue whole new exchange best price cost game big bank value current
437,the N $ a <unk> this about its next sept. june an their all that his oct. new which more
438,$ <unk> new N record big loss year special takeover stock gain third revised price bid separate second company restructuring
439,<unk> N few $ year major new recent big very recession large good percentage little high special decade previous week
440,<eos> executives and 's to observers in <unk> for are officials the is has have will were companies a '
441,<eos> in on from and of for the by as <unk> to with after at compared while but a 's
442,of <unk> active important to popular controversial <eos> successful part and for expensive in significant powerful recent market that dramatic
443,first <unk> past u.s. third new N same current end week stock company second latest face federal next last market
444,to <eos> a the in not <unk> it that for is on as at no with because many them all
445,<unk> a the 's an is corp. chairman and j. said will of has a. officials <eos> president r. e.
446,with to in by for as and from <eos> on the that a <unk> or because at of but into
447,<eos> and to the <unk> a said in that which is it for 's but with who on an he
448,than in of <eos> <unk> the and a from $ to more for on full that with it N by
449,of <eos> in <unk> the N as last prices and $ at it a for shares on that yesterday price
450,the a <unk> it in mr. as he those other any <eos> some one they their that an N many
451,gas <unk> a the it <eos> 's and to resources that is in of he said i stock we one
452,<eos> of in and 's to <unk> for said because that with but the a by on or from as
453,by to <eos> in for on about a <unk> from the as of with at and because more N that
